1.124219560000000056e+05 -3.766208680000000168e+05 6.857999999999999545e+02 0.000000000000000000e+00
1.099625000000000000e+05 -3.856790000000000000e+05 2.849880000000000109e+03 1.781569989999989048e+02
1.077641760000000068e+05 -3.837399560000000056e+05 3.048000000000000000e+03 2.003909999999996217e+02
1.027860000000000000e+05 -3.541079560000000056e+05 4.648199999999999818e+03 3.654300000000002910e+02
1.023804119999999966e+05 -3.513873680000000168e+05 4.861560000000000400e+03 3.796490000000012515e+02
1.005006319999999978e+05 -3.171550000000000000e+05 6.545579999999999927e+03 5.436640000000006694e+02
1.002098680000000022e+05 -3.122935000000000000e+05 6.720840000000000146e+03 5.661719989999983227e+02
9.827082399999999325e+04 -2.775685000000000000e+05 8.374379999999999200e+03 7.228280000000013388e+02
9.801154399999999441e+04 -2.729088680000000168e+05 8.595360000000000582e+03 7.453440000000009604e+02
9.618917600000000675e+04 -2.397191760000000068e+05 9.745979999999999563e+03 9.009769989999986137e+02
9.598545600000000559e+04 -2.357818239999999932e+05 9.753600000000000364e+03 9.194850000000005821e+02
9.393158800000000338e+04 -1.983084560000000056e+05 9.753600000000000364e+03 1.080235000000000582e+03
9.361304399999999441e+04 -1.930710000000000000e+05 9.745979999999999563e+03 1.102750000000000000e+03
9.262963199999999779e+04 -1.735953679999999877e+05 9.745979999999999563e+03 1.186187998999997944e+03
9.164436800000000221e+04 -1.565514120000000112e+05 9.745979999999999563e+03 1.258585998999998992e+03
9.132582399999999325e+04 -1.513435879999999888e+05 9.745979999999999563e+03 1.281149000000001251e+03
9.002386800000000221e+04 -1.262545439999999944e+05 9.753600000000000364e+03 1.388710998999998992e+03
8.935900000000000000e+04 -1.145350880000000034e+05 9.753600000000000364e+03 1.438703999000001204e+03
8.924417600000000675e+04 -1.128571760000000068e+05 9.753600000000000364e+03 1.445835998999998992e+03
8.898304399999999441e+04 -1.085160880000000034e+05 9.753600000000000364e+03 1.464187998999997944e+03
8.741995600000000559e+04 -7.940450000000000000e+04 9.753600000000000364e+03 1.588320999999999913e+03
8.689954399999999441e+04 -7.080936800000000221e+04 9.745979999999999563e+03 1.624085998999998992e+03
8.652358800000000338e+04 -6.369213199999999779e+04 9.745979999999999563e+03 1.655015999999999622e+03
8.496050000000000000e+04 -3.538986800000000221e+04 9.601200000000000728e+03 1.774625000000000000e+03
8.455491199999999662e+04 -2.864858799999999974e+04 9.479280000000000655e+03 1.803242998999998235e+03
8.357150000000000000e+04 -1.070641200000000026e+04 9.098280000000000655e+03 1.879039000000000669e+03
8.281958800000000338e+04 2.372411999999999807e+03 8.542020000000000437e+03 1.933125000000000000e+03
8.238436800000000221e+04 1.122682400000000052e+04 8.305799999999999272e+03 1.970110000000000582e+03
8.221213199999999779e+04 1.409186800000000039e+04 8.206739999999999782e+03 1.981421998999998323e+03
8.417895600000000559e+04 4.253858800000000338e+04 7.924800000000000182e+03 2.102024000000001251e+03
8.802741199999999662e+04 5.608041199999999662e+04 7.399020000000000437e+03 2.160437998999997944e+03
8.854782399999999325e+04 5.784536800000000221e+04 7.315199999999999818e+03 2.168757999000001291e+03
8.932936800000000221e+04 6.042150000000000000e+04 7.117079999999999927e+03 2.180382999000001291e+03
9.740408800000000338e+04 8.828854399999999441e+04 5.509260000000000218e+03 2.309664000000000669e+03
9.945795600000000559e+04 9.534836800000000221e+04 5.227319999999999709e+03 2.343101998999998614e+03
1.007025000000000000e+05 9.948758800000000338e+04 5.021579999999999927e+03 2.363899000000001251e+03
1.040601760000000068e+05 1.111774119999999966e+05 4.549140000000000327e+03 2.420367998999998235e+03
1.113515000000000000e+05 1.310290000000000000e+05 3.749039999999999964e+03 2.522421998999998323e+03
1.117274560000000056e+05 1.315494120000000112e+05 3.703320000000000164e+03 2.525835998999998992e+03
